tweet_yyyymmdd,sentiment
2022-03-19,0.06282643251835592
2022-03-20,0.05930515600796636
2022-03-21,0.1056870641390826
2022-03-22,0.018518518518518517
2022-03-23,0.10762935142104378
2022-03-24,0.10905702937282401
2022-04-13,0.1290446841294299
2022-04-14,0.15475994060386075
2022-04-15,0.15788938592923954
2022-04-16,0.16766485087428898
2022-04-17,0.04858888565609543
2022-04-18,0.11264401918607526
2022-04-19,0.12996110772691064
2022-04-20,0.12557790828439336
2022-04-21,0.13724055956843742
2022-04-22,0.1866760527326251
2022-04-27,0.20284697508896798
2022-04-28,0.16211968114965758
2022-04-29,0.15956448282335273
2022-04-30,0.18036553524804178
2022-05-01,0.11250994267533394
2022-05-02,0.1515012037954964
2022-05-10,0.06380078160501682
2022-05-11,0.030826716487622606
2022-05-12,0.0870345842531273
2022-05-13,0.11699181875393329
2022-05-22,0.03803578324108637
2022-05-23,0.09889219129964874
2022-05-24,0.05340979755406619
2022-05-25,0.026813880126182965
2022-05-26,0.017727906513511717
2022-05-27,0.07137030995106036
2022-05-28,0.10058187863674148
2022-05-29,0.06827663671373556
2022-05-30,-0.04435198995211555
2022-05-31,-0.012633181126331812
2022-06-01,0.04210653314833806
2022-06-02,0.09109650818193532
2022-06-03,0.11738284867568068
2022-06-04,0.04290629427241449
2022-06-14,-0.01325529351007058
2022-06-15,0.02302431425998491
2022-06-17,0.03653918970087088
2022-06-18,-0.10636632457818751
2022-06-19,-0.03653015023667421
2022-06-23,0.11340755340116124
2022-06-24,0.023936170212765957
2022-06-25,0.0792729856136404
2022-06-26,0.09505566322621355
2022-06-28,0.04025423728813559
2022-06-29,0.031154722270895392
2022-07-02,0.03049698795180723
2022-07-03,0.0749075215782984
